Date,Campaign type,Campaign name,Ad set name,Model,Unique leads,Cost,Clicks (all),CPC (all),Link clicks,CPC (cost per link click),Impressions,Reach,Unique clicks (all),CPM (cost per 1000 impressions),Cost per action (CPA),Inversion Planeada,CPL proyectado,Meta Leads,Meta Conversaciones,Meta Clicks,CPC proyectado,Meta Seguidores,CPS proyectado,Meta interacciones,CPE Proyectado,Meta Alcance,CPA alcance proyectado,CPMA proyectado,CPA proyectado
2024-09-05,BRANDING,Branding_HMC_XR_150_L_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 1.415.094,Intereses,XR 150L,0,52146,1578,33.05,897,58.13,62124,53619,1372,839.39,17.86,1415094.0,0.0,0.0,0.0,23641.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,BRANDING,Branding_Reach_HMC_CB100_CPE_INT_POST_SEPTIEMBRE_24_FB_$2000000,CB100_CPE_Reach_DOMICILIARIOS,DOMICILIARIO,0,37089,146,254.03,47,789.13,68553,67784,146,541.03,1.96,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192444.0,742.0,0.0,0.0
2024-09-05,BRANDING,Branding_Reach_HMC_CB100_CPE_INT_POST_SEPTIEMBRE_24_FB_$2000000,CB100_CPE_Reach_MOTOTAXISTA,MOTOTAXISTAS,0,32905,116,283.66,50,658.1,60592,59056,110,543.06,1.95,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834333.0,723.0,0.0,0.0
2024-09-05,BRANDING,Branding_Reach_HMC_NAVI_VANDALOVERS_CPM_INT_POST_SEPTIEMBRE_24_FB_$1800000,NAVI_VANDALOVER_CPM_Reach_GEOLOCALIZADO,,0,62086,205,302.86,3,20695.33,108896,103258,202,570.14,149.6,,,,,,,,,,,,,,
2024-09-05,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_CB125F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_CB125F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,13733,12,1144.42,9,1525.89,4216,3494,11,3257.35,361.39,,,,,,,,,,,,,,
2024-09-05,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_CB300F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_CB300F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,15115,67,225.6,15,1007.67,1151,892,59,13132.06,141.26,,,,,,,,,,,,,,
2024-09-05,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_NAVI_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_NAVI_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,13727,66,207.98,33,415.97,4458,3692,61,3079.18,114.39,,,,,,,,,,,,,,
2024-09-05,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_PCX160_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_PCX160_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,13171,24,548.79,11,1197.36,1191,925,21,11058.77,306.3,,,,,,,,,,,,,,
2024-09-05,PERFORMANCE,0.11_Leads _HMC_CB100_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2520000,CB100_LOOKALIKE_BBDD_UNIFICADA,CB100,32,116946,405,288.76,234,499.77,27099,19888,306,4315.51,132.89,2520000.0,3000.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,0.12 LEADS_HMC_DIMOVIL_BOGOTÁ_ SEPTIEMBRE_2024,BROAD_DIMOVIL,DIMOVIL,8,26446,112,236.13,62,426.55,6011,5503,88,4399.6,118.59,2600000.0,2600.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,0.12 LEADS_HMC_DIMOVIL_BOGOTÁ_ SEPTIEMBRE_2024,Lookalike Jul2023,DIMOVIL,23,59738,280,213.35,139,429.77,13260,11565,213,4505.13,116.22,2600000.0,2600.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,1_Leads _HMC_CB-125F_CPL_LDS_POST_SEPTIEMBRE_24_FB_$4.788.000,INTERESES NACIONAL,CB 125F E3,42,130310,508,256.52,252,517.1,41257,34253,372,3158.49,138.92,4788000.0,3000.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,2_Leads _HMC_DIO-DLX_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2.050.000,DIO DLX INTERESES,DIO DLX E3,16,46477,180,258.21,108,430.34,16785,14543,137,2768.96,122.63,2050000.0,2500.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,2_Leads _HMC_DIO-DLX_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2.050.000,DIO DLX LALREMARK,DIO DLX E3,17,58210,172,338.43,91,639.67,13864,12369,126,4198.64,177.47,2050000.0,2500.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,3_Leads _HMC_DIO-STD_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1000000,DIO STD INTERESES,DIO STD E3,14,44557,133,335.02,60,742.62,8326,7540,100,5351.55,182.61,1000000.0,2500.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,4_Leads _HMC_NAVI_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$2.784.000,NAVI - LAL Y RMK,NAVI E3,21,61446,159,386.45,85,722.89,14237,12936,116,4315.94,190.24,2784000.0,2000.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,4_Leads _HMC_NAVI_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$2.784.000,NAVI - MUJERES - INTERESES,NAVI E3,25,60636,175,346.49,84,721.86,15484,13278,117,3916.04,174.74,2784000.0,2000.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,5_Leads_HMC_PCX-160_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.353.000,PCX 160 NACIONAL LOOKALIKE,PCX 160 ABS,24,61180,374,163.58,204,299.9,13358,11758,285,4580.03,83.92,1353000.0,3000.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,6_Leads _HMC_WAVE-110S_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.252.000,WAVE INTERESES NACIONAL,WAVE 110S,28,56826,489,116.21,172,330.38,17187,14578,373,3306.34,88.1,1252000.0,2000.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,7_Leads _HMC_X-BLADE_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$1.480.000,XBLADE_INTERESES,XBLADE,17,65868,269,244.86,135,487.91,13883,11194,198,4744.51,121.75,1480000.0,3700.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,8_Leads _HMC_XR-150L_CPL_LDS_POST_SEPTIEMBRE_24_FB_$ 2.664.000,INTERESES,XR 150L E3,36,42975,274,156.84,140,306.96,20659,17249,208,2080.21,75.79,2664000.0,2000.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,8_Leads _HMC_XR-150L_CPL_LDS_POST_SEPTIEMBRE_24_FB_$ 2.664.000,LAL + BBDD GENERAL,XR 150L E3,14,21400,240,89.17,134,159.7,29478,18579,191,725.97,42.54,2664000.0,2000.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,9_Leads _HMC_XR 190 L_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.600.000,BBDD_XR190L,XR 190L,14,36347,177,205.35,99,367.14,14321,11954,134,2538.02,95.15,1600000.0,2000.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,9_Leads _HMC_XR 190 L_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.600.000,INTERESES _HOMBRE_XR190L,XR 190L,21,36955,350,105.59,176,209.97,19434,15870,265,1901.56,57.65,1600000.0,2000.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,10_Leads_HOC_CB300F_CPL_CONV_POST_SEPTIEMBRE_FB_$1000000,INTERESES_CB300,CB 300F,18,44814,331,135.39,142,315.59,15762,12740,258,2843.17,79.04,1000000.0,2000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_CB 100,Whatsapp General,0,10376,89,116.58,17,610.35,1407,1169,75,7374.56,9.21,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_CB 300F,Whatsapp General,0,10783,116,92.96,69,156.28,2408,2038,96,4477.99,31.26,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_CB125F,Whatsapp General,0,10602,84,126.21,34,311.82,1825,1521,73,5809.32,55.51,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_DIO_DLX,Whatsapp General,0,9921,71,139.73,39,254.38,1309,1133,61,7579.07,49.61,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_DIO_STD,Whatsapp General,0,10841,85,127.54,38,285.29,1414,1217,70,7666.9,53.94,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_NAVI,Whatsapp General,0,10625,80,132.81,59,180.08,2432,1991,75,4368.83,32.39,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_PCX 160 ABS,Whatsapp General,0,10658,88,121.11,40,266.45,1344,1157,75,7930.06,46.34,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_WAVE 110S E3,Whatsapp General,0,9789,92,106.4,42,233.07,2097,1844,80,4668.1,39.79,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_XBLADE,Whatsapp General,0,9859,61,161.62,33,298.76,1843,1549,49,5349.43,67.07,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_XR 150L E3,Whatsapp General,0,10480,109,96.15,56,187.14,2315,1946,90,4527.0,34.93,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-05,PERFORMANCE,13 Leads_Whatsapp_HMC_Marca_CPC_CLI_POST_SEPTIEMBRE_FB$3.500.000,WHATSAPP_XR 190L,Whatsapp General,0,10059,86,116.97,45,223.53,1770,1469,74,5683.05,41.91,3500000.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
2024-09-06,BRANDING,Branding_HMC_CB-125F_CPC_CLI_POST_septiembre2024_FB_$4788679,Intereses_Nacional,CB-125F,0,148684,2755,53.97,1901,78.21,253495,187776,2560,586.54,24.35,4788679.0,0.0,0.0,0.0,52514.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000,Branding_HMC_CIUDADES_PRINCIPALES_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000,,0,116997,2375,49.26,1710,68.42,142477,79816,2078,821.16,15.73,,,,,,,,,,,,,,
2024-09-06,BRANDING,Branding_HMC_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000,Branding_HMC_CIUDADES_RESTO_DEL_PAÍS_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000 - Copia,,0,233626,4629,50.47,3524,66.3,290090,150893,4131,805.36,13.68,,,,,,,,,,,,,,
2024-09-06,BRANDING,Branding_HMC_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000,Branding_HMC_CIUDADES_SECUNDARIAS_CB100BONBONBUM_CPC_CLI_CARRUSEL_AGOSTOFB_$21.000.000 -,,0,24794,519,47.77,367,67.56,30205,14565,433,820.86,20.11,,,,,,,,,,,,,,
2024-09-06,BRANDING,Branding_HMC_CB100_CPC_CLI_POST_SEPTIEMBRE_FB_$3000000,CB100_CPC_CLI_POST_DOMICILIARIO,DOMICILIARIOS + MOTOTAXISTAS+INDEPENDIENTES,0,77237,1751,44.11,1599,48.3,53713,45656,1685,1437.96,15.94,2500000.0,0.0,0.0,0.0,39683.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100_CPC_CLI_POST_SEPTIEMBRE_FB_$3000000,CB100_CPC_CLI_POST_INDEPENDIENTE,DOMICILIARIOS + MOTOTAXISTAS+INDEPENDIENTES,0,445,22,20.23,14,31.79,338,329,21,1316.57,9.67,2500000.0,0.0,0.0,0.0,39683.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100_CPC_CLI_POST_SEPTIEMBRE_FB_$3000000,CB100_CPC_CLI_POST_MOTOTAXI,DOMICILIARIOS + MOTOTAXISTAS+INDEPENDIENTES,0,1324,46,28.78,33,40.12,1604,1300,45,825.44,13.37,2500000.0,0.0,0.0,0.0,39683.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100_CPE_INT_POST_SEPTIEMBRE4_FB_$1500000,CB100_CPE_INT_DOMICILIARIOS,DOMICILIARIO,0,46931,674,69.63,58,809.16,9792,8253,643,4792.79,18.13,580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.0,240.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100_CPE_INT_POST_SEPTIEMBRE4_FB_$1500000,CB100_CPE_INT_INDEPENDIENTE,INDEPENDIENTE,0,2946,42,70.14,1,2946.0,910,833,38,3237.36,18.88,340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267.0,150.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB100_CPE_INT_POST_SEPTIEMBRE4_FB_$1500000,CB100_CPE_INT_MOTOTAXISTA,MOTOTAXISTAS,0,2536,34,74.59,5,507.2,643,591,31,3944.01,17.99,580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15263.0,38.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_CB300F_CPE_INT_POST_Septiembre_2024_FB_$4754717,CB300F Feb Intereses Col,CB300F,0,131153,5818,22.54,2801,46.82,101385,87831,4652,1293.61,14.19,4754717.0,0.0,0.0,0.0,101868.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_DIO-DLX_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 896.227,Brand Intereses DIO DLX,DIO-DLX,0,16209,72,225.13,33,491.18,4303,3836,61,3766.91,136.21,896227.0,0.0,0.0,0.0,2212.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_DIO-STD_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 896.227,LED_STD_CPE_TRÁFICO_POST LAL TRAFICO SEPTIEMBRE 2024,DIO-STD,0,31105,952,32.67,503,61.84,27480,20017,769,1131.91,19.31,896227.0,0.0,0.0,0.0,16647.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_Marca_CPF_SEGUIDORES_POST_SEPTIEMBRE_2024_FB_ $ 1.886.792,Intereses Col,SEGUIDORES,0,64242,380,169.06,2,32121.0,46449,37600,380,1383.07,2.82,1886792.0,0.0,0.0,0.0,0.0,0.0,2165.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_NAVI_CPC_CLI_POST_Septiembre_2024_FB_$3373585,Brand Intereses Navi,NAVI,0,79177,1774,44.63,1435,55.18,37375,33458,1614,2118.45,13.21,3373585.0,0.0,0.0,0.0,36008.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_PCX-160_Trafico_CPC_CLI_POST_Septiembre_2024_FB_$3373585_25157,PCX 160 INTERESES  AGOSTO 2023,PCX-160,0,89189,2173,41.04,1962,45.46,32170,29561,2072,2772.43,10.36,3373585.0,0.0,0.0,0.0,42465.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_WAVE_CPC_CLI_POST_SEPTIEMBRE_2024_FB_$1792000 - Copia,Intereses Nacional,WAVE,0,60459,1333,45.36,854,70.8,93073,59295,1167,649.59,22.88,1792453.0,0.0,0.0,0.0,24554.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_X-BLADE_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 1.886.792,Intereses,X-BLADE,0,62891,1419,44.32,951,66.13,49456,45465,1216,1271.66,19.53,1886792.0,0.0,0.0,0.0,30432.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_XR 190 L_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 1.415.094,Intereses,XR 190 L,0,47033,1076,43.71,995,47.27,16316,15177,987,2882.63,4.6,1415094.0,0.0,0.0,0.0,19700.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_HMC_XR_150_L_CPC_CLI_POST_SEPTIEMBRE_2024_FB_ $ 1.415.094,Intereses,XR 150L,0,48077,1349,35.64,826,58.2,54841,44799,1179,876.66,18.43,1415094.0,0.0,0.0,0.0,23641.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,BRANDING,Branding_Reach_HMC_CB100_CPE_INT_POST_SEPTIEMBRE_24_FB_$2000000,CB100_CPE_Reach_DOMICILIARIOS,DOMICILIARIO,0,49071,142,345.57,40,1226.78,81118,79603,140,604.93,2.64,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192444.0,742.0,0.0,0.0
2024-09-06,BRANDING,Branding_Reach_HMC_CB100_CPE_INT_POST_SEPTIEMBRE_24_FB_$2000000,CB100_CPE_Reach_MOTOTAXISTA,MOTOTAXISTAS,0,15645,47,332.87,13,1203.46,26129,26129,47,598.76,2.13,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834333.0,723.0,0.0,0.0
2024-09-06,BRANDING,Branding_Reach_HMC_NAVI_VANDALOVERS_CPM_INT_POST_SEPTIEMBRE_24_FB_$1800000,NAVI_VANDALOVER_CPM_Reach_GEOLOCALIZADO,,0,63820,204,312.84,5,12764.0,104700,104700,198,609.55,176.79,,,,,,,,,,,,,,
2024-09-06,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_CB125F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_CB125F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,13058,23,567.74,9,1450.89,4565,3884,21,2860.46,290.18,,,,,,,,,,,,,,
2024-09-06,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_CB300F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_CB300F_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,14652,45,325.6,17,861.88,1252,988,40,11702.88,195.36,,,,,,,,,,,,,,
2024-09-06,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_NAVI_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_NAVI_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,12847,47,273.34,18,713.72,4871,4068,42,2637.45,164.71,,,,,,,,,,,,,,
2024-09-06,MARKETING CLOUD,Marketing_Cloud_Trafico_RMK_HMC_PCX160_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000,Marketing_Cloud_Trafico_RMK_HMC_PCX160_CPC_LDS_POST_SEPTIEMBRE_24_FB_$400.000 Ad Set,,0,13453,25,538.12,11,1223.0,1284,1011,21,10477.41,344.95,,,,,,,,,,,,,,
2024-09-06,PERFORMANCE,0.11_Leads _HMC_CB100_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2520000,CB100_LOOKALIKE_BBDD_UNIFICADA,CB100,31,120281,444,270.9,226,532.22,28751,21731,338,4183.54,138.1,2520000.0,3000.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,0.12 LEADS_HMC_DIMOVIL_BOGOTÁ_ SEPTIEMBRE_2024,BROAD_DIMOVIL,DIMOVIL,11,23878,105,227.41,50,477.56,4862,4345,79,4911.15,114.8,2600000.0,2600.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,0.12 LEADS_HMC_DIMOVIL_BOGOTÁ_ SEPTIEMBRE_2024,Lookalike Jul2023,DIMOVIL,28,59324,310,191.37,146,406.33,12838,10796,237,4620.97,108.45,2600000.0,2600.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,1_Leads _HMC_CB-125F_CPL_LDS_POST_SEPTIEMBRE_24_FB_$4.788.000,INTERESES NACIONAL,CB 125F E3,35,124264,500,248.53,268,463.67,45073,37074,376,2756.95,126.03,4788000.0,3000.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,2_Leads _HMC_DIO-DLX_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2.050.000,DIO DLX INTERESES,DIO DLX E3,9,36166,118,306.49,69,524.14,12571,10973,98,2876.94,143.52,2050000.0,2500.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,2_Leads _HMC_DIO-DLX_CPL_LDS_POST_SEPTIEMBRE_24_FB_$2.050.000,DIO DLX LALREMARK,DIO DLX E3,15,56626,152,372.54,86,658.44,16356,14727,119,3462.09,177.51,2050000.0,2500.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,3_Leads _HMC_DIO-STD_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1000000,DIO STD INTERESES,DIO STD E3,9,44790,140,319.93,77,581.69,11010,10050,118,4068.12,156.61,1000000.0,2500.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,4_Leads _HMC_NAVI_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$2.784.000,NAVI - LAL Y RMK,NAVI E3,22,59975,177,338.84,101,593.81,18566,16549,134,3230.37,155.78,2784000.0,2000.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,4_Leads _HMC_NAVI_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$2.784.000,NAVI - MUJERES - INTERESES,NAVI E3,21,59980,197,304.47,108,555.37,19563,17511,137,3065.99,145.58,2784000.0,2000.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,5_Leads_HMC_PCX-160_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.353.000,PCX 160 NACIONAL LOOKALIKE,PCX 160 ABS,24,59629,392,152.11,206,289.46,12988,11439,294,4591.08,80.91,1353000.0,3000.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,6_Leads _HMC_WAVE-110S_CPL_LDS_POST_SEPTIEMBRE_24_FB_$1.252.000,WAVE INTERESES NACIONAL,WAVE 110S,25,55010,447,123.06,189,291.06,16525,12884,323,3328.9,79.61,1252000.0,2000.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,PERFORMANCE,7_Leads _HMC_X-BLADE_CPL_LDS_POST_AGOSTO_SEPTIEMBRE_24_FB_$1.480.000,XBLADE_INTERESES,XBLADE,13,65011,211,308.11,116,560.44,15209,12637,175,4274.51,141.64,1480000.0,3700.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
